Simulacion,cantidad_individuos,p_mutacion,cantidad_maxima_generaciones,tiempo_maximo,p_optimizacion_deterministica,probabilidad_saltar_periodo,peso_seleccion_paso,peso_seleccion_demanda,peso_mover_periodo,peso_cambiar_task,intentos_mutacion,probabilidad_reducir,probabilidad_completo,Generacion 0,Generacion 1,Generacion 2,Generacion 3,Generacion 4,Generacion 5,Generacion 6,Generacion 7,Generacion 8,Generacion 9,Generacion 10,Valor_Incumbente,Hubo_Mejora,Porc_Mejora_Aptitud
4325,10,0.1,10,3600,0.0,0.05,1,1,4,1,10,0.33,0.33,965.888061409,964.6847741048001,973.5669986823999,990.6625487081999,999.9149239311998,1008.9879315538001,1002.4003753412001,1001.170046981,1004.8817821528,1000.090835002,998.9597896916,965.926988188,False,0.03423971120872565
4326,10,0.1,10,3600,1.0,0.05,1,1,4,1,10,0.33,0.33,967.9833013539999,967.1445643714,974.0908499714,978.3459146124,990.6184674345999,989.7879102152001,983.4821340434,992.9192016224,985.2871597664,973.2401657575999,974.9074757341999,942.282917874,False,0.007153196104224748
4327,10,0.1,10,3600,0.0,0.05,1,1,4,1,1,0.33,0.66,970.3373429984,971.7074429848001,978.7921931834001,977.5566463961999,982.7097869359999,986.8761935037999,982.7610216682,995.1547182374001,991.780828058,985.3390017816,985.6444561004,969.07128268,False,0.015775042785326727
4328,10,0.1,10,3600,1.0,0.05,1,1,4,1,1,0.33,0.66,970.3373429984,971.5937692838,978.8056968416,975.2124107568001,975.055558215,980.9881850312,983.2393948904,994.2150849903999,983.4404257497999,991.2302520634,988.4365471360001,958.567824362,False,0.018652486445252574
4329,10,0.1,10,3600,0.0,0.05,1,1,4,1,2,0.33,0.66,957.7166273554,956.6835487468,965.6093942758,965.5802793814,976.4716714232,979.0230265050001,971.0673615485999,969.2077649308,966.7155666279999,969.9323800340001,958.6110209880001,934.099208726,False,0.0009338812828903701
4330,10,0.1,10,3600,1.0,0.05,1,1,4,1,2,0.33,0.66,980.0482749253999,973.9967227909999,971.1710206457999,978.4526233158,978.6877737032,987.5755999495999,991.0663649255999,998.4271761818,999.2255798517999,1002.479070836,994.4484085239999,953.58197345,False,0.014693290082772781
4331,10,0.1,10,3600,0.0,0.05,1,1,4,1,10,0.33,0.66,961.0656039136,965.7788497244001,980.4006266164,990.3449072198,1002.2593205956,1010.4906119286001,1014.2584631664,1007.1947538418001,1004.1545519222,1007.8367398688,1003.7419695958,954.382830582,False,0.04440525756869839
4332,10,0.1,10,3600,1.0,0.05,1,1,4,1,10,0.33,0.66,967.9833013539999,967.1445643714,974.0908499714,978.3459146124,990.6184674345999,989.7879102152001,983.4821340434,992.9192016224,985.2871597664,973.2401657575999,974.9074757341999,942.282917874,False,0.007153196104224748
4333,10,0.1,10,3600,0.0,0.05,1,1,4,1,1,0.66,0.33,967.9833013539999,967.1730706632001,975.8553821836,981.6684291728001,985.5345918986001,990.6152507094,989.152971193,996.2793016154001,999.7005067914,991.5825291872,984.14770291,948.25185286,False,0.016699050007773514
4334,10,0.1,10,3600,1.0,0.05,1,1,4,1,1,0.66,0.33,961.0656039136,974.5295156558001,980.5794100574,984.6692697262,986.2031909069999,978.8710637716,975.106092675,966.828816491,969.1098333038001,966.0460113412,965.6931340726,951.27003849,False,0.004814999246831873
4335,10,0.1,10,3600,0.0,0.05,1,1,4,1,2,0.66,0.33,961.0656039136,968.3911092422001,984.6022768268,1008.2982649456001,987.5385051684,1008.2571970519999,1005.0487591134,1011.1788212092,1003.7847553211999,999.1539489048,995.9514750991999,966.17905796,False,0.036299156939484246
4336,10,0.1,10,3600,1.0,0.05,1,1,4,1,2,0.66,0.33,965.888061409,959.8330092407999,969.475902121,975.7339633378,1002.419894033,994.6153518192001,980.4558197549999,975.8623793978,971.9383771241999,973.0358817186,971.1120418304001,938.690737268,False,0.005408473952747281
4337,10,0.1,10,3600,0.0,0.05,1,1,4,1,10,0.66,0.33,961.0656039136,965.7788497244001,980.4006266164,990.3449072198,1002.2593205956,1010.4906119286001,1014.2584631664,1007.1947538418001,1004.1545519222,1007.8367398688,1003.7419695958,954.382830582,False,0.04440525756869839
4338,10,0.1,10,3600,1.0,0.05,1,1,4,1,10,0.66,0.33,970.3373429984,978.927144003,980.8623465905999,986.6288108208,997.8171330491999,1006.5855507955999,998.4956547652,1000.4369171924,1000.2810568212001,995.8630298838,997.8318425484,973.617959938,False,0.028334990659063336
4339,10,0.1,10,3600,0.0,0.05,1,1,4,1,1,0.66,0.66,957.7166273554,963.1418905442,981.4973697511999,981.2295680778,986.9888245868,988.4854987254,985.1053358982001,976.4180923440001,972.6949358596,977.0421921834001,976.7399033715999,964.15567905,False,0.01986315729813529
4340,10,0.1,10,3600,1.0,0.05,1,1,4,1,1,0.66,0.66,970.3373429984,971.5937692838,978.8056968416,975.2124107568001,975.055558215,980.9881850312,983.2393948904,994.2150849903999,983.4404257497999,991.2302520634,988.4365471360001,958.567824362,False,0.018652486445252574
4341,10,0.1,10,3600,0.0,0.05,1,1,4,1,2,0.66,0.66,965.888061409,960.1092179597999,979.9152801224,999.0174715134001,1000.033638221,998.5662748862,1001.8610075362,1008.868285538,1006.3145853346001,1009.6227444030001,1008.0235206032,976.520839402,False,0.04362354280757387
4342,10,0.1,10,3600,1.0,0.05,1,1,4,1,2,0.66,0.66,961.0656039136,968.0990099320001,983.3915520852,981.6930264537999,984.9241740432001,1003.2725253517999,1006.0312455436,1004.3457182387999,994.3348541020001,997.2919174005999,990.7762661682,966.017349092,False,0.030914291525587712
4343,10,0.1,10,3600,0.0,0.05,1,1,4,1,10,0.66,0.66,967.9833013539999,967.300689954,974.8900857045999,975.5419013315999,979.2955030082,972.9689076779999,969.4728676416,977.5311296998,972.2186134348,978.1911554129999,980.9217889666,957.73636258,False,0.013366436791318628
4344,10,0.1,10,3600,1.0,0.05,1,1,4,1,10,0.66,0.66,967.9833013539999,967.1445643714,974.0908499714,978.3459146124,990.6184674345999,989.7879102152001,983.4821340434,992.9192016224,985.2871597664,973.2401657575999,974.9074757341999,942.282917874,False,0.007153196104224748
4345,10,0.1,10,3600,0.0,0.05,1,2,4,1,1,0.33,0.33,967.492630554,967.6068640400001,972.859927712,986.0977768345999,990.5844595524001,993.3856336052,1007.645341672,1000.454407944,999.971717606,988.4878702743999,990.5635626812,959.2822486160001,False,0.02384610631503128
4346,10,0.1,10,3600,1.0,0.05,1,2,4,1,1,0.33,0.33,963.3543285747999,965.0415758776,966.7115070772,976.8530081718,980.6323553338,981.6117859258,985.564787594,986.4294704656,987.6105119055999,983.9323919696001,993.435162469,966.171283306,False,0.031225098597628335
4347,10,0.1,10,3600,0.0,0.05,1,2,4,1,2,0.33,0.33,967.492630554,968.783378653,971.9618053332,974.9951792608001,971.5277376704,975.7334253249999,983.3650807298,997.4617199664001,1004.3643835925999,1005.4742813874,995.7730865973999,970.17497898,False,0.029230668172848116
4348,10,0.1,10,3600,1.0,0.05,1,2,4,1,2,0.33,0.33,966.3101829323999,971.8067657132,973.7603928794,970.919819948,983.8865546650001,993.1617317207999,989.606829608,992.1505375048,984.2977727792,984.8711506498,995.7215259111999,972.211198062,False,0.030436751571371504
4349,10,0.1,10,3600,0.0,0.05,1,2,4,1,10,0.33,0.33,971.9942776136,964.4167474853999,965.5999889838,975.8405369216,996.2408085124,987.5859641892,979.3354912126,987.7687786455999,983.952502717,981.0329875436,979.768168503,960.95540793,False,0.007997877218460644
4350,10,0.1,10,3600,1.0,0.05,1,2,4,1,10,0.33,0.33,962.4999359223999,960.3992149448001,967.5505803752,966.3873934916,973.914825055,974.5888921039999,985.9992040736,985.6071949846,991.7587046086,991.2788678146001,981.0792138502,955.527081104,False,0.019303147184103253
4351,10,0.1,10,3600,0.0,0.05,1,2,4,1,1,0.33,0.66,967.492630554,967.6068640400001,972.859927712,986.0977768345999,990.5844595524001,993.3856336052,1007.645341672,1000.454407944,999.971717606,988.4878702743999,990.5635626812,959.2822486160001,False,0.02384610631503128
4352,10,0.1,10,3600,1.0,0.05,1,2,4,1,1,0.33,0.66,968.1175638651999,959.9580757204,966.2449549421999,975.7013985612,981.1050866432,988.8453145156,989.001621641,990.1822866982,997.3490869552,994.8117441688,1003.8744963056,975.872690502,False,0.03693449408937575
4353,10,0.1,10,3600,0.0,0.05,1,2,4,1,2,0.33,0.66,962.4999359223999,965.4675338796,971.8281403267999,978.4730036826,982.1198951948002,983.6909942102,986.9246279253999,994.7916125334001,1000.8068199282001,986.9980330607999,988.4773269636,977.15513343,False,0.026989498982464877
4354,10,0.1,10,3600,1.0,0.05,1,2,4,1,2,0.33,0.66,968.1175638651999,967.5912553333999,965.6257722418001,962.8381604399999,966.5902766418,983.7144958994,985.3182134256,997.0460595418001,998.1190543749999,990.2651380249999,1003.5699274876,984.8498398199999,False,0.036619895088832864
4355,10,0.1,10,3600,0.0,0.05,1,2,4,1,10,0.33,0.66,967.492630554,958.5414875004001,963.8331013908,969.7965424604001,978.13962234,986.545664308,997.8585740231999,987.7021822909999,982.4679881106,987.6599652466,995.5233034712,948.822462554,False,0.028972492432473903
4356,10,0.1,10,3600,1.0,0.05,1,2,4,1,10,0.33,0.66,963.3543285747999,960.3234128125999,964.392964896,976.9621238359999,981.3826816462,981.2546055917999,989.7554119978,994.4524902388,987.611160921,987.5475534956,985.5912493297999,967.723212644,False,0.023082805667046357
4357,10,0.1,10,3600,0.0,0.05,1,2,4,1,1,0.66,0.33,967.492630554,967.6068640400001,972.859927712,986.0977768345999,990.5844595524001,993.3856336052,1007.645341672,1000.454407944,999.971717606,988.4878702743999,990.5635626812,959.2822486160001,False,0.02384610631503128
4358,10,0.1,10,3600,1.0,0.05,1,2,4,1,1,0.66,0.33,963.3543285747999,965.0415758776,966.7115070772,976.8530081718,980.6323553338,981.6117859258,985.564787594,986.4294704656,987.6105119055999,983.9323919696001,993.435162469,966.171283306,False,0.031225098597628335
4359,10,0.1,10,3600,0.0,0.05,1,2,4,1,2,0.66,0.33,971.9942776136,967.6288912296001,970.2729046344,981.9474753108,985.3199803089999,986.1704469258,980.4544733373999,980.363898284,971.0712769772001,981.0861706503999,978.7833372316,957.55701534,False,0.006984670356977938
4360,10,0.1,10,3600,1.0,0.05,1,2,4,1,2,0.66,0.33,967.492630554,968.5251237955999,972.0415766747999,974.7054717038,982.0413020258,987.4326682056001,986.1766327556,990.1390898394,985.5360844032,987.8264645144,988.0197969298,976.850778674,False,0.02121687104122524
4361,10,0.1,10,3600,0.0,0.05,1,2,4,1,10,0.66,0.33,967.492630554,958.5414875004001,963.8331013908,969.7965424604001,978.13962234,986.545664308,997.8585740231999,987.7021822909999,982.4679881106,987.6599652466,995.5233034712,948.822462554,False,0.028972492432473903
4362,10,0.1,10,3600,1.0,0.05,1,2,4,1,10,0.66,0.33,962.4999359223999,960.3992149448001,967.5505803752,966.3873934916,973.914825055,974.5888921039999,985.9992040736,985.6071949846,991.7587046086,991.2788678146001,981.0792138502,955.527081104,False,0.019303147184103253
4363,10,0.1,10,3600,0.0,0.05,1,2,4,1,1,0.66,0.66,963.3543285747999,965.2916012262,972.9090373636,975.1905788239999,978.8894955468,979.733569512,978.9004479765999,975.4503570998,986.855512395,988.0759212978,984.8075619048001,946.354167708,False,0.02226930703860379
4364,10,0.1,10,3600,1.0,0.05,1,2,4,1,1,0.66,0.66,962.4999359223999,961.0406027028,961.8352071978001,963.8728781066,964.2778169796,978.3384199743999,977.2038980568001,984.7368709333999,976.8985494994,977.1885893627999,984.6466791908,953.635724128,False,0.02300960492758478
4365,10,0.1,10,3600,0.0,0.05,1,2,4,1,2,0.66,0.66,967.492630554,968.783378653,971.9618053332,974.9951792608001,971.5277376704,975.7334253249999,983.3650807298,997.4617199664001,1004.3643835925999,1005.4742813874,995.7730865973999,970.17497898,False,0.029230668172848116
4366,10,0.1,10,3600,1.0,0.05,1,2,4,1,2,0.66,0.66,966.3101829323999,971.8067657132,973.7603928794,970.919819948,983.8865546650001,993.1617317207999,989.606829608,992.1505375048,984.2977727792,984.8711506498,995.7215259111999,972.211198062,False,0.030436751571371504
4367,10,0.1,10,3600,0.0,0.05,1,2,4,1,10,0.66,0.66,967.492630554,958.5414875004001,963.8331013908,969.7965424604001,978.13962234,986.545664308,997.8585740231999,987.7021822909999,982.4679881106,987.6599652466,995.5233034712,948.822462554,False,0.028972492432473903
4368,10,0.1,10,3600,1.0,0.05,1,2,4,1,10,0.66,0.66,962.4999359223999,960.3992149448001,967.5505803752,966.3873934916,973.914825055,974.5888921039999,985.9992040736,985.6071949846,991.7587046086,991.2788678146001,981.0792138502,955.527081104,False,0.019303147184103253
4369,10,0.1,10,3600,0.0,0.05,1,4,4,1,1,0.33,0.33,957.615163015,962.822929191,960.9088670655999,966.3163024276,975.5940253095999,980.3668806146001,982.2510531134,982.7751960958,991.3976995922,981.876146914,981.8903585242,956.08085123,False,0.025349635685352805
4370,10,0.1,10,3600,1.0,0.05,1,4,4,1,1,0.33,0.33,959.0971973168,964.8617707504,968.1220655348,977.545846639,982.7819249364,997.4929483656,998.097181232,1004.3439656184,995.4077615325999,1014.2854288935999,1003.2319274646,979.304607862,False,0.046016952474965636
4371,10,0.1,10,3600,0.0,0.05,1,4,4,1,2,0.33,0.33,963.7549978102,964.8638816682,962.0798558254,978.1092169473999,974.6936077872,991.7512758475999,987.7346148944,978.3510151506,987.050856317,986.2900825196,988.1134695512001,962.295743846,False,0.0252745477806561
4372,10,0.1,10,3600,1.0,0.05,1,4,4,1,2,0.33,0.33,957.615163015,957.2068708823999,965.5153781962001,979.9573169483999,983.7122532928,986.6926247867999,993.7908404102,999.4355737687999,992.350959228,990.1986489538,978.675328783,959.996152454,False,0.021992306075953563
4373,10,0.1,10,3600,0.0,0.05,1,4,4,1,10,0.33,0.33,967.6408842694,963.3882237539999,971.5927306112001,977.0681486226,983.0569772342,988.0245972478,990.1279319143999,997.4234880964001,993.7401850693999,998.7117317902,1003.7141038476,958.901939992,False,0.03727955294637684
4374,10,0.1,10,3600,1.0,0.05,1,4,4,1,10,0.33,0.33,967.6408842694,963.3832956844001,970.8794708222,976.5679280744,982.7206855238001,981.5060965766,977.4427597898,975.4046418424001,979.8487534707999,984.1666645088001,986.8236912788,971.966098584,False,0.019824303955370416
4375,10,0.1,10,3600,0.0,0.05,1,4,4,1,1,0.33,0.66,967.6408842694,968.1814116412,978.7958650876001,984.1481962084001,993.7785560709999,991.5887646388001,988.4684391372,993.8919740834001,999.6794144562,1001.964053499,994.3834758855999,976.326149584,False,0.027636897170163915
4376,10,0.1,10,3600,1.0,0.05,1,4,4,1,1,0.33,0.66,963.7549978102,958.4855522516,959.9792615458,978.1054837248,982.827664631,979.6520302196001,985.2807237159999,990.5856715676,976.9968079227999,979.1466301006,965.9215247472,940.363840452,False,0.002248005916361151
4377,10,0.1,10,3600,0.0,0.05,1,4,4,1,2,0.33,0.66,963.7549978102,964.8638816682,962.0798558254,978.1092169473999,974.6936077872,991.7512758475999,987.7346148944,978.3510151506,987.050856317,986.2900825196,988.1134695512001,962.295743846,False,0.0252745477806561
4378,10,0.1,10,3600,1.0,0.05,1,4,4,1,2,0.33,0.66,963.7549978102,964.8170751006,962.0059906006,975.703084905,977.990982224,987.7003733406,983.8288030984,980.3617667533999,981.9265265054,983.8621133071999,985.3662149484,961.773134334,False,0.022423974129632554
4379,10,0.1,10,3600,0.0,0.05,1,4,4,1,10,0.33,0.66,976.1444243964,980.5941889868,976.8873763076001,982.0546801578,1003.3242752122,1014.0983586952,1008.6741005453999,1003.6517927056,1002.4227239186,990.3001257871999,984.0706021366001,962.5537243480001,False,0.008119882204010135
4380,10,0.1,10,3600,1.0,0.05,1,4,4,1,10,0.33,0.66,957.615163015,962.1847144216001,965.6934501038,978.3669546988,974.6925418278,966.4773401932,974.6578147216,976.0197889725999,967.7217795868,976.8126767555999,969.7992300190001,953.535114586,False,0.012723343859384199
4381,10,0.1,10,3600,0.0,0.05,1,4,4,1,1,0.66,0.33,963.7549978102,958.4849415564,962.0568047818,971.6037790506,984.2215144686,985.2000625382,996.3251670054,993.594317031,991.1924202390001,988.3712786407999,985.4328724827999,957.86017565,False,0.022493138527795255
4382,10,0.1,10,3600,1.0,0.05,1,4,4,1,1,0.66,0.33,976.1444243964,984.4166381782001,972.2204707162,990.4691173222,989.5052776959999,992.726591138,995.7160104708,995.8220184428001,990.5816844298,987.1341283794,990.612017926,962.206650298,False,0.014821160852858463
4383,10,0.1,10,3600,0.0,0.05,1,4,4,1,2,0.66,0.33,967.6408842694,971.5579791615999,972.7918168419999,972.2095717660001,991.5557530128001,1005.5457874420001,1005.6371922352,996.763110511,990.9309183476,985.4662761113999,981.5497559854,971.440015976,False,0.014374001700539625
4384,10,0.1,10,3600,1.0,0.05,1,4,4,1,2,0.66,0.33,966.7952496493999,969.2867141712001,974.6430530784,979.6074934688,983.4776622514,984.7873962425999,997.7111260265999,1005.1876828476001,1010.3553047232001,1007.25464216,1004.0172006938001,969.003957228,False,0.038500345401881506
4385,10,0.1,10,3600,0.0,0.05,1,4,4,1,10,0.66,0.33,976.1444243964,980.5941889868,976.8873763076001,982.0546801578,1003.3242752122,1014.0983586952,1008.6741005453999,1003.6517927056,1002.4227239186,990.3001257871999,984.0706021366001,962.5537243480001,False,0.008119882204010135
4386,10,0.1,10,3600,1.0,0.05,1,4,4,1,10,0.66,0.33,967.6408842694,963.3832956844001,970.8794708222,976.5679280744,982.7206855238001,981.5060965766,977.4427597898,975.4046418424001,979.8487534707999,984.1666645088001,986.8236912788,971.966098584,False,0.019824303955370416
4387,10,0.1,10,3600,0.0,0.05,1,4,4,1,1,0.66,0.66,959.0971973168,965.0873009328,970.349827086,994.7707245084,1012.4421968098001,1001.421701977,991.3635282828,987.0604768155999,987.5729980611999,977.5738105878002,974.012671022,956.366045292,False,0.015551576781715055
4388,10,0.1,10,3600,1.0,0.05,1,4,4,1,1,0.66,0.66,963.7549978102,958.4855522516,959.9792615458,978.1054837248,982.827664631,979.6520302196001,985.2807237159999,990.5856715676,976.9968079227999,979.1466301006,965.9215247472,940.363840452,False,0.002248005916361151
4389,10,0.1,10,3600,0.0,0.05,1,4,4,1,2,0.66,0.66,976.1444243964,972.4759665474,976.6240134526,984.2155392033999,990.4136874052001,992.1385715238,990.4354341292001,990.2133813302,984.9141888656001,989.7210367464,984.7394070094,943.752394496,False,0.008805031712714718
4390,10,0.1,10,3600,1.0,0.05,1,4,4,1,2,0.66,0.66,957.615163015,957.2068708823999,965.5153781962001,979.9573169483999,983.7122532928,986.6926247867999,993.7908404102,999.4355737687999,992.350959228,990.1986489538,978.675328783,959.996152454,False,0.021992306075953563
4391,10,0.1,10,3600,0.0,0.05,1,4,4,1,10,0.66,0.66,967.6408842694,963.3882237539999,971.5927306112001,977.0681486226,983.0569772342,988.0245972478,990.1279319143999,997.4234880964001,993.7401850693999,998.7117317902,1003.7141038476,958.901939992,False,0.03727955294637684
4392,10,0.1,10,3600,1.0,0.05,1,4,4,1,10,0.66,0.66,963.7549978102,960.7705465036,968.0454076599999,985.4305836422,974.9306613466,983.7458684823999,1001.5005143533999,996.9590527263999,1001.4749807320001,1011.0867817732,999.6331132769999,978.413153126,False,0.037227423513569786
4393,10,0.1,10,3600,0.0,0.05,2,1,4,1,1,0.33,0.33,965.9787382226001,971.1499740228,979.3485508768001,986.4012466480001,985.9793370131999,991.2043642004,980.0338433872,981.1527165171999,988.2914354471999,986.9976134916,980.844188697,955.528569848,False,0.01538900380121447
4394,10,0.1,10,3600,1.0,0.05,2,1,4,1,1,0.33,0.33,973.1783104108001,970.3893108502,972.0656979113999,970.7873602602,977.4139485346001,988.838967984,1000.1371831419999,1003.7200707994,1015.654828576,1016.0416164734,1010.6173059924,976.329828722,False,0.0384708487448678
4395,10,0.1,10,3600,0.0,0.05,2,1,4,1,2,0.33,0.33,965.9787382226001,960.9816890062,960.3150863213999,971.1063608946,988.4449080533999,1005.051386539,998.8687463488001,1006.9115426898001,1009.8743068034,1003.7131921116,992.3226565983999,959.078154368,False,0.027271737289241597
4396,10,0.1,10,3600,1.0,0.05,2,1,4,1,2,0.33,0.33,964.7844262232,966.498611037,967.8291360694,965.274158227,967.1244302078,976.186357628,998.4110470896,993.6672717244,992.7971427664,978.4034420395999,985.3859075180001,965.235946922,False,0.02135345548170575
4397,10,0.1,10,3600,0.0,0.05,2,1,4,1,10,0.33,0.33,963.3482937276,961.5332746363999,959.1509436099999,962.802046649,965.3682429714002,968.3486045484,975.0047183806,981.0665064692,979.6985090329999,978.6238700176,977.9501212038,948.904763614,False,0.015157370985419406
4398,10,0.1,10,3600,1.0,0.05,2,1,4,1,10,0.33,0.33,987.2305338837999,986.631439216,984.3447486636,986.2844962878,984.5540460611999,983.3999205727999,986.9279660692,984.3655334647999,984.1302167448,978.4178589944,977.9924369302,961.764674656,True,-0.00935758836110639
4399,10,0.1,10,3600,0.0,0.05,2,1,4,1,1,0.33,0.66,964.7844262232,969.1133271788,979.836514117,993.3705559883999,1000.5715845884,1004.3525086354,1002.4010038796001,1000.1631966946,998.3539372198,991.0259642491999,999.3578495682001,936.771036074,False,0.03583538706189863
4400,10,0.1,10,3600,1.0,0.05,2,1,4,1,1,0.33,0.66,964.7844262232,968.6965356936,978.8779294884,981.6305292310001,988.6243387474,993.0805962384,991.225972097,1000.0100781909999,1011.3085852642,1003.906258276,1003.8853728526001,979.983886356,False,0.04052816936781094
4401,10,0.1,10,3600,0.0,0.05,2,1,4,1,2,0.33,0.66,974.8384379704,979.3617689611999,985.9126065846,992.5007790214,996.2052660534,993.5015274827999,988.050830388,991.4996849416,1001.0805193406001,999.26799713,993.3280143403999,964.977922638,False,0.018966810960485858
4402,10,0.1,10,3600,1.0,0.05,2,1,4,1,2,0.33,0.66,973.1783104108001,968.9155410793999,977.9725924656001,971.7457399436,978.6438740158001,987.5128663880001,984.4622165998001,980.515488245,978.1196498106001,978.7447422543999,968.9466857827999,952.858071302,True,-0.004348252095973993
4403,10,0.1,10,3600,0.0,0.05,2,1,4,1,10,0.33,0.66,973.1783104108001,971.599758026,969.089132952,969.2911174026,986.1612769236001,993.5020537713999,1008.8945259108001,1015.4901947604,1011.5878317332001,1001.1794832367999,999.2055452692,965.674138878,False,0.026744569396962008
4404,10,0.1,10,3600,1.0,0.05,2,1,4,1,10,0.33,0.66,965.9787382226001,962.4702567055999,967.7780899384001,981.4025343420001,981.2503892834,983.7064237508,984.8451259507999,985.3656450492001,984.0117383467999,973.9789602772,976.8183351156,958.06888884,False,0.01122136177960268
4405,10,0.1,10,3600,0.0,0.05,2,1,4,1,1,0.66,0.33,965.9787382226001,971.1499740228,979.3485508768001,986.4012466480001,985.9793370131999,991.2043642004,980.0338433872,981.1527165171999,988.2914354471999,986.9976134916,980.844188697,955.528569848,False,0.01538900380121447
4406,10,0.1,10,3600,1.0,0.05,2,1,4,1,1,0.66,0.33,965.9787382226001,971.030915067,978.6697888292001,979.5941944278,982.371139307,984.5020873342,996.0980935437999,1004.7621198584,998.5649839874001,999.8171187117999,1006.5488595076,979.061146824,False,0.0419989795630998
4407,10,0.1,10,3600,0.0,0.05,2,1,4,1,2,0.66,0.33,987.2305338837999,983.7405775436,983.1217977478,976.9680146402,980.5960617138,978.8018741392,993.9253058623999,995.705034154,997.3140432801999,992.1337057078001,998.6011436704,986.241995948,False,0.01151768446815325
4408,10,0.1,10,3600,1.0,0.05,2,1,4,1,2,0.66,0.33,963.3482937276,958.4921382514,961.0231999782,973.6048887852,982.4799945622001,975.5147848936,971.6049722194,978.1926860524,971.8586691458,964.891702298,969.0211133884001,952.323525834,False,0.005888648682658232
4409,10,0.1,10,3600,0.0,0.05,2,1,4,1,10,0.66,0.33,965.9787382226001,962.638258407,966.4804983554001,972.230610362,990.9158377179999,985.566944356,976.000554154,974.9617271532001,972.0879632212,970.7980347842,968.3853169606,961.171606666,False,0.0024913371721079452
4410,10,0.1,10,3600,1.0,0.05,2,1,4,1,10,0.66,0.33,964.7844262232,970.8576133290001,965.9642915058,987.1403663632,986.3954727262001,982.6574584848,976.2992522751999,978.6048135753999,970.624605843,976.8287970044,967.3943461424,959.184755254,False,0.0027051845451288694
4411,10,0.1,10,3600,0.0,0.05,2,1,4,1,1,0.66,0.66,973.1783104108001,970.5632805612,973.1056362850001,977.2152733877999,979.8533794174,986.089460464,986.2824562727999,1004.0832993403999,1003.3402654207999,1002.483519611,985.1834459408001,967.610407424,False,0.012336008110304398
4412,10,0.1,10,3600,1.0,0.05,2,1,4,1,1,0.66,0.66,974.8384379704,974.0076937084001,980.9115904374,990.8659427058001,991.4196082477999,1011.0326918335999,1009.8752592982,1002.0850982098,1009.9981783952001,998.984560222,1008.5081457512,979.626471572,False,0.034538756853802186
4413,10,0.1,10,3600,0.0,0.05,2,1,4,1,2,0.66,0.66,964.7844262232,966.6540394664,969.6711132583999,971.6533232126,986.2516936808,976.0060231519999,986.4507901131999,993.0911592939999,1001.4295974252,995.1322869191999,983.4408408104,957.4898780999999,False,0.01933739193970359
4414,10,0.1,10,3600,1.0,0.05,2,1,4,1,2,0.66,0.66,973.1783104108001,968.9155410793999,977.9725924656001,971.7457399436,978.6438740158001,987.5128663880001,984.4622165998001,980.515488245,978.1196498106001,978.7447422543999,968.9466857827999,952.858071302,True,-0.004348252095973993
4415,10,0.1,10,3600,0.0,0.05,2,1,4,1,10,0.66,0.66,987.2305338837999,986.8342543291999,984.9834106494,986.6697278424001,984.227120934,982.5663860404,986.214299597,989.3058318912001,990.3605526394,985.8624797606001,983.7075164042001,969.716069178,True,-0.003568586423011217
4416,10,0.1,10,3600,1.0,0.05,2,1,4,1,10,0.66,0.66,965.9787382226001,962.4702567055999,967.7780899384001,981.4025343420001,981.2503892834,983.7064237508,984.8451259507999,985.3656450492001,984.0117383467999,973.9789602772,976.8183351156,958.06888884,False,0.01122136177960268
4417,10,0.1,10,3600,0.0,0.05,2,2,4,1,1,0.33,0.33,965.888061409,963.2869491793999,968.5556331844,974.5454193073999,985.7425196464001,985.2077614617999,987.6994458089999,984.1235441066001,984.529181483,982.259246594,990.3552492471999,971.954169718,False,0.025331287149887912
4418,10,0.1,10,3600,1.0,0.05,2,2,4,1,1,0.33,0.33,967.9833013539999,967.1021989872,976.2588235702,980.0496887726,985.371684372,980.7414005648001,979.4493102068,979.9122510714,976.4176612388001,976.0887144146,977.858589226,969.701158516,False,0.010201919659344095
4419,10,0.1,10,3600,0.0,0.05,2,2,4,1,2,0.33,0.33,970.3373429984,974.8350159334001,978.6374332110001,991.170206215,994.4264375572,987.4050874016,991.7183136821999,997.4242596656001,993.8325886038001,996.9825873804,1006.5587041340001,964.435344538,False,0.03732862740670573
4420,10,0.1,10,3600,1.0,0.05,2,2,4,1,2,0.33,0.33,961.0656039136,968.0990099320001,983.3915520852,981.6930264537999,984.9241740432001,1003.2725253517999,1006.0312455436,1004.3457182387999,994.3348541020001,997.2919174005999,990.7762661682,966.017349092,False,0.030914291525587712
4421,10,0.1,10,3600,0.0,0.05,2,2,4,1,10,0.33,0.33,961.0656039136,965.7788497244001,980.4006266164,990.3449072198,1002.2593205956,1010.4906119286001,1014.2584631664,1007.1947538418001,1004.1545519222,1007.8367398688,1003.7419695958,954.382830582,False,0.04440525756869839
4422,10,0.1,10,3600,1.0,0.05,2,2,4,1,10,0.33,0.33,970.3373429984,978.927144003,980.8623465905999,986.6288108208,997.8171330491999,1006.5855507955999,998.4956547652,1000.4369171924,1000.2810568212001,995.8630298838,997.8318425484,973.617959938,False,0.028334990659063336
4423,10,0.1,10,3600,0.0,0.05,2,2,4,1,1,0.33,0.66,967.9833013539999,967.1730706632001,975.8553821836,981.6684291728001,985.5345918986001,990.6152507094,989.152971193,996.2793016154001,999.7005067914,991.5825291872,984.14770291,948.25185286,False,0.016699050007773514
